code,name
sds350r,Adult Life Crises and Events
sds351r,Qualitative Research for Social Change
sds353r,The Evolution of Family Law in Canadian Society
sds354r,Values and Contemporary Families
sds355r,Resilience and Social Support
sds357r,Family Violence
sds358r,Child Maltreatment: Identification and Prevention
sds367r,Aging and Social Development
sds370r,International Learning Experience
sds375r,Studies in Interdisciplinary Social Science
sds388r,Globalization and Social Development
sds398r,Independent Study
sds399r,Independent Study
sds400r,Comparative Social Policy
sds405r,Cosmopolitanism and Social Development
sds410r,Queer and Trans Studies
sds411r,Decolonization and Social Action
sds415r,Gender Relations within Educational Institutions
sds420r,Critical Encounter with Human Nature
sds421r,(Re)framing Indigenous-Settler Relations
sds425r,Educational Equity in Canada
sds431r,Radical Ideology and Social Policy
sds435r,Restorative Approaches to Education
sds440r,Approaches to Well-Being
sds441r,Popular Culture and Social Change in the Radical Imagination
sds445r,Pedagogies of Democratic Education
sds449r,Prejudice and Discrimination
sds450r,Senior Seminar in Special Topics
sds451r,Research with Communities
sds490r,Special Studies
sds495r,Research Apprenticeship
sds496r,Applied Apprenticeship in Social Development Studies
sds499a,Senior Honours Essay/Thesis
sds499b,Senior Honours Essay/Thesis
se101,Introduction to Methods of Software Engineering
se102,Seminar
se141,Digital Circuits and Systems
se201,Seminar
se202,Seminar
se212,Logic and Computation
se240,Algorithms and Data Structures
se301,Seminar
se302,Seminar
se350,Operating Systems
se362,Software Project Management
se380,Introduction to Feedback Control
se382,Human-computer Interaction
se390,Design Project Planning
se401,Seminar
se402,Seminar
se463,Software Requirements Specification and Analysis
se464,Software Design and Architectures
se465,Software Testing and Quality Assurance
se490,Design Project 1
se491,Design Project 2
se498,Advanced Topics in Software Engineering
se499,Project
seq1,Co-op Sequence 1
seq2,Co-op Sequence 2
seq3,Co-op Sequence 3
seq4,Co-op Sequence 4
seq5dd,Co-op Sequence Double Degree
seq6ca,Co-op Sequence Chartered Acc
sfm101,Introduction to Sustainability and Financial Management
sfm102,Sustainability Economics
sfm201,Social Issues in Sustainability
sfm205,Advancing Sustainability: A Systems Approach
sfm299,Special Topics in Sustainability and Financial Management
sfm301,Enterprise Carbon Accounting
sfm309,Sustainability and Business Ethics
sfm310,Sustainability in Capital Markets
sfm311,Social Regulation and Policy
sfm328,Sustainability Integration Consulting Group - Junior Strategist
sfm329,Sustainability Integration Consulting Group - Senior Strategist
sfm401,Social and Human Capital Accounting
sfm402,Sustainability Accounting
sfm403,"Integrated Planning, Reporting, and Risk Management for Sustainability"
sfm411,Sustainability Regulation and Policy
sfm412,Investor Behaviour
sfm413,Integrated Policy and Regulation for Sustainability
sfm497,Special Topics in Sustainability Reporting and Measurement
sfm498,Special Topics in Sustainability Finance
sfm499,Special Topics in Sustainability Accounting
si101r,Introduction to Arabic 1
si102r,Introduction to Arabic 2
si120r,Literary Arabic for Heritage Speakers
si121r,Islam in the World
si131r,Arab Culture
si132r,Introduction to Modern Arab and Muslim Drama
si201r,Intermediate Arabic 1
si202r,Intermediate Arabic 2
si216r,Islam
si221r,"Islam, the West, and the Modern World"
si230r,"Islamic Visual Culture: Art, Architecture, and Aesthetics"
si231r,Calligraphy to Conceptual Art: Text as an Image in Islamic and East Asian Visual Arts
si232r,Decorative Arts in Islamic and East Asian Visual Cultures
si233r,Contemporary Muslim and East Asian Visual Arts in Diaspora
si240r,"Migration, Diaspora, and Exile in Muslim Narratives"
si241r,Sacred Spaces and Human Geographies in Muslim Literary Expressions
si242r,Arabic Literature in Translation
si250r,The History of Islamic Civilization from Late Antiquity to 1300
si251r,The History of Islamic Civilization from 1300-1800: The Islamic Gunpowder Empires
si301r,Advanced Arabic 1
si302r,Advanced Arabic 2
si310r,Digital Spirituality: New Media Art in the Middle East/North Africa Diaspora
si312,Muslim Lives and Practices Worldwide
si315r,"Islam, Women, and the Modern World"
si316r,"Religion and War: The Language and Imagery of War within Islam, Christianity, and Judaism"
si320r,Introduction to Modern Arab and Muslim Drama
si375r,Special Topics in Islamic and Arab Cultures
si390r,Understanding Islam
si420r,Islamic Spirituality (Sufism) and Psychotherapy
si450r,Reading and Interpreting the Qur'an (in translation)
smf101,Introduction to Relationships and Families
smf111,"Sex, Marriage, and Family Traditions in Italy"
smf112,Sexual Identities and Relationships in Italy
smf200,"Special Topics in Sexualities, Relationships, or Families"
smf204,Introduction to Human Sexuality
smf205,The Dark Side of Sexuality
smf206,"Couples, Marriages, and Families"
smf207,"Parents, Children, and Family Relations"
smf208,Introduction to Systemic Therapies and Anti-Oppressive Practices
smf211,Dynamics of Dating
smf212,Navigating Sexuality and Relationships in Mid/Later Life
smf213,Sexual Health and Well-Being
smf214,Constructing Erotics
smf215,Sexuality and Popular Culture
smf216,Sexual Pleasure
smf218,Sexual Health and Well-being in Comics
smf220,Research Methods
smf230,"Introduction to Statistics in Sexuality, Marriage, and Family Studies"
smf241,"Caregiving, Illness, and Relationships"
smf250,Family Policy and the Law
smf301,Communication and Counselling Skills
smf304,Human Sexuality in Relationships
smf305,Social Issues and Controversies in Human Sexuality
smf306,Intimate Relationships
smf307,Conflict in Close Relationships
smf308,Relational Therapy
smf309,Sex Therapy
smf310,Sexual and Relational Ethics
smf311,Communication and Counselling Skills
smf317,History of Sexuality: The Pre-Modern Period
smf318,History of Sexuality: The Modern Period
smf319,History of Sexuality: Special Topics
smf350,Love and the Law
smf365,Special Topics in Human Sexuality
smf366,"Special Topics in Couples, Marriages, and Family Studies"
smf367,"Special Topics in Sexuality, Marriage, and Family Studies"
smf400,Capstone Seminar
smf404,"Independent Study in Sexuality, Relationships, and/or Families"
smf406,Independent Study: Special Topics in Marriage and Family Studies
smf408,Independent Study: Special Topics in Couple and Family Therapy
smf460,Practicum and Professional Ethics
smf461,Practicum and Applied Theory
smf462,Research Thesis and Applied Theory
smf490,Practicum and Professional Ethics
smf491,Practicum and Applied Theory
smf494,Seminar in Sexuality
smf496,Seminar in Family Studies
smf498,"Seminar in Therapy: Couple, Family, and Sex Therapy"
smf499a,Thesis - Part 1
smf499b,Thesis - Part 2
soc101,Introduction to Sociology
soc101r,Introduction to Sociology
soc101w,Introduction to Sociology(WLU)
soc102,Social Problems
soc120r,Fundamentals of Sociology
soc200,Sociology of Marriage and Family
soc201,Victims and Society
soc202,Classical Sociological Theory
soc204,Sociology of Adolescence
soc204r,Sociology of Adolescence
soc205,Social Problems
soc206,Gender Relations
soc207,Sociology of Education
soc207r,Sociology of Education
soc209,"Ancestry, History and Personal Identity"
soc210,Sociology of Sport
soc213,Surveillance Studies
soc221,Research Methods
soc222,Juvenile Delinquency
soc223,Deviance: Perspectives and Processes
soc223r,Deviance: Perspectives and Processes
soc224r,Poverty in Canada and its Social Consequences
soc225,Games and Gamers
soc226,Juvenile Justice
soc227,Criminology
soc228,Sociology of Criminal Justice
soc229,Selected Topics in Criminology
soc230,Special Topics in Sociology
soc232,Technology and Social Change
soc234,Social Psychology and Everyday Life
soc235,Individual and Society
soc237,Collective Behaviour
soc238,Marketplace Activity: An Interactionist Analysis
soc240,Terrorism
soc241,Sociology of Work and Occupations
soc242,Industrial Sociology
soc243,Occupational Sociology
soc246,Mass Communication
soc247,Death and Society
soc248,"Health, Illness, and Society"
soc249,Sociology of Mental Disorder
soc250,Contemporary Japanese Society
soc252,The Culture of Cities
soc253,Demographic Change in Canada
soc256,Ethnic and Racial Relations
soc258,Millennialism and Violence
soc260,"Spirituality, Secularity, and Religion in Sociological Perspective"
soc261,Religion in America
soc262,Cults and New Religious Movements
soc263,Organized Crime
soc265,Political Sociology
soc270,International Migration
soc275,Mennonites as a Sociological Community
soc280,Social Statistics
soc286,Environment and Behaviour
soc302,Contemporary Sociological Theory
soc304,Media and Crime
soc305,Socio-Legal Approaches to Privacy in Contemporary Contexts
soc306,Juvenile Justice
soc307,Problems in Contemporary Education
soc310,Social Networks
soc312,Sociology of Science
soc315,"Class, Status and Power"
soc320,Social Problems in a Global Context
soc321,Introduction to Research Methods
soc322,Field Research Methods
soc324,Digital Cultures
soc325,Sexuality and the Law
soc326,Punishment and Society
soc327,Policing in a Democratic Society
soc328,Trafficking and Financial Crime
soc329,Security and Governance
soc330,Special Topics in Sociology
soc332w,Sociology of Race&Eth (WLU)
soc334,Public Policy
soc336,Sociology of Professions
soc339,The Knowledge Society and Waterloo Region
soc340,Sociology of Organizations
soc342,Migration and Legality
soc345,Cyberspace and Social Life
soc346,Social Movements
soc347,Sociology of Leisure
soc349,Migration and Development
soc352,Sociology of Aging
soc354,Comparative Health Care Systems
soc355j,Power and Parenting
soc362,Canadian Society: Special Topics
soc365,Urban Life and Culture
soc366,Entertainment Motifs: An Interactionist Analysis
soc368,Custodial and Rehabilitative Institutions
soc369j,The Sociology of Community
soc370,Sociology of Law
soc371,Philosophy of the Social Sciences
soc372,Good and Evil in Social Relations
soc375r,Studies in Sociology
soc377,Studies in the Sociology of the Mennonites
soc378,Sociology of Women
soc382,Survey Methodology
soc383,Ethnomethodology in Theory and Practice
soc385,The Sociology of Street Gangs
soc387,Criminal Justice Institutions
soc388,Refugees and Forced Migration
soc398r,Independent Study
soc399r,Independent Study
soc401,Theoretical Perspectives on Gender
soc402,Religion and Spirituality in the Social and Legal World
soc404,Sociology of Knowledge
soc405,Seminar in Classical Sociological Theory
soc406,Seminar in Contemporary Sociological Theory
soc407,Canadian Social Thought
soc408,Contemporary Debates in Sociological Theory
soc409,"Health, Surveillance, and Law"
soc410,Symbolic Interaction and Ethnographic Research
soc411,Sociology of the Body
soc412,Social Identities in Canadian Society
soc413,Surveillance and Society
soc414,"Power, Persuasion, and Management"
soc415,Social Networks
soc416,Educational Theory and Practice
soc417,Sociology of Higher Education
soc418,Social Theory and Popular Culture
soc419,Police Systems and Practices
soc420,Seminar in Social Inequality
soc421,Quantitative Methods
soc422,Violent Extremism and Terrorism
soc423,Peers and Crime
soc424,Seminar in Sociology of Health
soc425,Crossing Borders: Law and Global Deviance
soc426,Criminology of Mobility
soc428,Sentencing as a Social Process
soc430,Special Topics in Sociology
soc431,Science as Practice and Culture
soc432,Social Policy Analysis
soc433,"Crime, Law, and Technoscience"
soc434,Sociology of At-Risk Youth
soc435,Cybercrime and Digital Harm
soc436,Alcohol and Well-Being
soc440,Computational Social Science
soc450r,Senior Seminar in Special Topics
soc451,Global Development
soc452,Humanitarianism
soc459,Sociology of Work and Occupations
soc461,Transnational Organized Crime
soc462,Technology and Inequality
soc465,Decolonizing Research Through the Urban Arts
soc490r,Special Studies
soc497,Honours Research Practicum
soc498,Directed Studies
soc499a,Senior Honours Essay
soc499b,Senior Honours Essay
soc696,Sociology of the Life Course
soc697,Practicum in Survey Administration
soc700,Sociological Theory
soc701,Sociology of Digital Media
soc703,Social Theory and Enacted Realities: From the Early Greeks to the Present Time
soc704,Key Theoretical Debates
soc705,Theory and Research in Social Organization
soc706,Theory and Research in Social Psychology
soc707,Canadian Sociological Thought
soc708,Contemporary Sociological Theory
soc709,Selected Problems in Sociological Theory
soc710,Intermediate Social Statistics
soc711,Techniques in Longitudinal Analysis
soc712,Elements of Social Research
soc713,Design and Data Analysis in Quantitative Research
soc714,Ethnographic Research in the Social Sciences
soc715,Mixed Methods Research
soc716,Qualitative Methods
soc717,Reflexive Research Methodologies: Contemporary Interpretive Traditions
soc719,Selected Topics in Sociology
soc720,Social Inequality
soc721,"Law, Tech, & Society"
soc722,Social Policy
soc723,Technology and Gender
soc725,Sociology of Health
soc726,Law and Society
soc730,Sociology of Religion
soc735,Environmental Sociology
soc740,Sociology of Deviance
soc744,Sociology of Crime and Justice
soc745,Deviance: An Interactionist Perspective
soc750,Sociology of Gender Roles
soc751,Theories of Gender Relations
soc759,Sociology of Work and Occupations
soc760,Social Networks
soc765,Political Sociology
soc766,Participatory Action Research
soc768,Community Engagement and Social Development
soc770,Comparative Social Structure
soc774,Family and Kinship
soc776,Sociology of Knowledge
soc778,"Theorizing Discourses of Health, Illness and Disease in Everyday Life"
soc780,Theories of Social Change
soc781,Global Development Governance
soc782,"Feminism, Law and Governance"
soc783,Security and Regulation
soc784,"International Migration:  Practice, Theory & Regulation"
soc785,Urban Security Governance
soc786,Interdisciplinary Seminar in Aging
soc789,Graduate Readings in Sociology
socin601,Social Innovations in Complex Systems
socin602,Design Thinking for System Change
socin603,"Team Process and Research Skills:  Communication, Facilitation, Collaboration, Problem Solving"
socin604,Social Entrepreneurship and Scaling Social Innovation
socin605,Social Innovation Project
socin63,"Team Process and Research Skills: Communication, Facilitation, Collaboration, Problem Solving"
socwk120r,Introduction to Social Work
socwk220r,Social Work with Individuals - Theory and Practice 1
socwk221r,Social Work with Groups
socwk222r,Community Organization
socwk240r,Palliative Care
socwk300r,Canadian Social Welfare Policy
socwk301r,Understanding Diversity in Canada
socwk320r,Social Work with Individuals - Theory and Practice 2
socwk321r,Social Work with Families
socwk322r,International Perspectives in Community Organization
socwk326r,Philosophy and History of Social Welfare
socwk355r,Child Maltreatment: Identification and Prevention
socwk356r,Developmental Disabilities and Families
socwk357r,Family Violence
socwk365r,Social Work in Health Care
socwk367r,Social Work with the Elderly
socwk375r,Studies in Social Work
socwk390a,Family Violence: An Advanced Seminar
socwk390b,Family Violence: An Advanced Seminar
socwk398r,Independent Study
socwk399r,Independent Study
socwk421r,Advanced Family Practices
socwk450r,Senior Seminar in Special Topics
socwk490r,Special Studies
span101,Introduction to Spanish 1
span101w,Intro to Spanish 1 (WLU)
span102,Introduction to Spanish 2
span102w,Intro to Spanish 2 (WLU)
span150,Welcome to Latin America
span201a,Intermediate Spanish 1
span201b,Intermediate Spanish 2
span210,Spanish Conversation
span217,"First Nations, Native Americans, Pueblos Originarios"
span218,Parallel Revolutions in a Nascent Continent
span220w,Topics in Spanish Culture(WLU)
span221,The Civilization of Mexico
span222w,Modern Spanish Literature (WLU)
span223w,Early Spanish Literature (WLU)
span227,Introduction to Latin American Poetry and Drama
span228,Introduction to Latin American Literature
span234,Parallel Revolutions in a Nascent Continent
span261w,Spanish for Communication & Business 1 (WLU)
span262w,Spanish for Communication and Business 2 (WLU)
span290,Approaches to Translation
span300,Theories of Cultural Identities
span301a,Spanish in Context 1
span301b,Spanish in Context 2
span305w,The Hispanic Realist Novel (WLU)
span317,Afro-Latin America
span322,The Generation of '98: Fiction
span324w,A Journey Through Multicultural Spain (WLU)
span325w,Contemporary Spanish Literature and Culture (WLU)
span326,"Theatre of the Golden Age: Dames, Divas, and Dandies"
span327w,Cervantes & His Time (WLU)
span328w,Contemporary Hispanic Theatre (WLU)
span329,"Lights, Camera, Action! Film Production in Spain and Latin America"
span333,Modern Latin American Poetry
span334,Narrating Place and Ethnicity in 19th Century Latin America
span335w,Aesthetic Practices of Spanish and Latin American Filmmakers(WLU)
span344,Special Topics in Hispanic Studies
span345,Directed Studies
span350,Poetry of the Tango
span365w,Spanish Identity Through Literature (WLU)
span366,Aesthetics of Rupture: Latin American Avant-garde Movements
span386,Memory and Performance in Latin American Literature
span387,"Gender, Power, and Representations in Latin America"
span388,Contemporary Latin American Theatre
span390,Introduction to Spanish Business Translation
span395,Cultural Dimensions in English/Spanish Literary Translation
span400,"Memory, Human Rights, and Reconciliation"
span401,Spanish in Motion
span401a,Advanced Composition and Conversation 1
span401b,Advanced Composition and Conversation 2
span410,Visual Culture in the Contemporary Hispanic World
span415,The Hispanic Transatlantic
span418,Modernity and the Colonial Encounter in Latin America
span430,Unruly Women in Early Modern Hispanic Culture
span438w,Special Topics (WLU)
span445,History of the Spanish Language
span446w,Love in Medieval Spanish Literature (WLU)
span450,Theory and Practice of Translation
span451w,Stylistics and Professional Writing(WLU)
span461w,Hispanic Linguistics
span465w,Literature and Journalism in the Hispanic World
span466w,Subversive Narratives in the Hispanic World (WLU)
span467w,Directed Studies (WLU)
span490,Advanced Translation
span497,The Novel in Latin America
span498w,Literary Adaptation in Hispanic Cinema
spcom100,Interpersonal Communication
spcom101,Theories of Communication
spcom102,Introduction to Performance
spcom111,"Leadership, Communication, and Collaboration"
spcom112,"Introduction to Black Arts, Culture, and Literature"
spcom149,Introduction to Critical Design Practices
spcom191,"Communication in the Engineering Profession (AE, CIVE, ENVE, GEOE)"
spcom192,"Communication in the Engineering Profession (COMPE, ELE, MGTE)"
spcom193,Communication in the Sciences
spcom201,Introduction to Gender and Sexuality in Communication
spcom204,"Leadership, Teams, and Communication"
spcom210,Key Concepts in Media and Culture
spcom220,Performance Studies
spcom223,Public Speaking
spcom224,Black Performance Studies
spcom225,Interviewing
spcom226,"Introduction to Race, Culture, and Communication"
spcom227,Leadership
spcom228,Public Communication
spcom229,History and Communication
spcom300,Special Topics in Digital Design
spcom301,Topics in Gender and Sexuality in Communication
spcom302,"Topics in Race, Culture, and Communication"
spcom323,Speech Writing
spcom324,Small Group Communication
spcom325,Organizational Communication
spcom326,Performing the Voice
spcom329,Digital Presentations
spcom335,"Power, Agency, Community"
spcom339,"Media, Images, and Communication"
spcom399,Communication Inquiry
spcom400,Digital Design Research Project
spcom401,Advanced Gender and Sexuality in Communication
spcom402,"Advanced Race, Culture, and Communication"
spcom403,Special Topics in Speech Communication and Technology
spcom404,Communicating Across Differences: Spiritual Development in a Diverse World
spcom420,Persuasion
spcom426,Advanced Voice Technique
spcom430,Communication and Social Justice
spcom431,Crisis Communication
spcom432,Conflict Management
spcom433,The Organizational Consultant
spcom434,The Discourse of Dissent
spcom435,Games and Culture
spcom440,Performative Inquiry and Practice
spcom471,"Communication, Resistance, and Social Change"
spcom475,Communication Ethics
spcom479,Media and Environment Communication
spcom490,Selected Seminars in Speech Communication
spcom491,Selected Seminars in Speech Communication
spcom499a,Senior Seminar
spcom499b,Senior Seminar
spd270,Psychology of Religion and Spirituality
spd271,Personality and Religion
spd302,Selected Topics in Psychology and Religion
spd378,Aging as a Spiritual Journey
spd379,Spirituality and Psychotherapy
spd380,Carl Jung's Theory of Religion
srf101,"Introduction to Sexualities, Relationships, and Families"
srf111,"Women, Sex, Marriage, and Family Traditions in Italy"
srf112,"Women, Sexual Identities, and Relationships in Italy"
srf200,"Special Topics in Sexualities, Relationships, or Families"
srf204,Introduction to Human Sexualities
srf205,The Dark Side of Sex and Sexualities
srf207,Parent and Child Relations
srf208,Introduction to Systemic Therapies and Anti-Oppressive Practices
srf211,Dynamics of Dating
srf212,Sexualities and Relationships in Mid/Later Life
srf213,Sexual Health and Well-Being
srf214,Constructing Erotics
srf215,Sexuality and Popular Culture
srf216,Sexual Pleasure
srf218,Sexual Health and Well-Being in Comics
srf220,Introduction to Research Methods
srf230,Introduction to Statistics
srf241,"Caregiving, Illness, and Relationships"
srf250,Family Policy and the Law
srf301,Communication and Counselling Skills
srf304,Human Sexuality in Relationships
srf305,Social Issues and Controversies in Human Sexuality
srf306,Intimate Relationships
srf307,Conflict in Close Relationships
srf308,Relational Therapy
srf309,Sex Therapy
srf310,Sexual and Relational Ethics
srf317,History of Sexuality: The Pre-Modern Period
srf318,History of Sexuality: The Modern Period
srf350,Love and the Law
srf365,Special Topics in Human Sexualities
srf366,Special Topics in Relationships and Families
srf400,Capstone Seminar
srf404,"Independent Study in Sexualities, Relationships, and/or Families"
srf490,Practicum and Professional Ethics
srf491,Practicum and Applied Theory
srf494,Seminar in Sexualities
srf496,Seminar in the Study of Families
srf499a,Thesis - Part 1
srf499b,Thesis - Part 2
stat202,Introductory Statistics for Scientists
stat206,Statistics for Software Engineering
stat211,Introductory Statistics and Sampling for Accounting
stat220,Probability (Non-Specialist Level)
stat221,Statistics (Non-Specialist Level)
stat230,Probability
stat231,Statistics
stat232,Introduction to Medical Statistics
stat240,Probability (Advanced Level)
stat241,Statistics (Advanced Level)
stat316,Introduction to Statistical Problem Solving
stat321,Regression and Forecasting (Non-Specialist Level)
stat322,Sampling and Experimental Design (Non-Specialist Level)
stat330,Mathematical Statistics
stat331,Applied Linear Models
stat332,Sampling and Experimental Design
stat333,Stochastic Processes 1
stat334,Probability Models for Business and Accounting
stat337,Introduction to Biostatistics
stat340,Stochastic Simulation Methods
stat341,Computational Statistics and Data Analysis
stat361,Applied Linear Models for Business and Accounting
stat362,Sampling and Design Techniques for Business and Accounting
stat371,Applied Linear Models and Process Improvement for Business
stat372,Survey Sampling and Experimental Design Techniques for Business
stat373,Regression and Forecasting Methods in Finance
stat374,Quantitative Foundations for Finance
stat430,Experimental Design
stat431,Generalized Linear Models and their Applications
stat433,Stochastic Processes 2
stat435,Statistical Methods for Process Improvements
stat436,Introduction to the Analysis of Spatial Data in Health Research
stat437,Statistical Methods for Life History Analysis
stat438,Advanced Methods in Biostatistics
stat440,Computational Inference
stat441,Statistical Learning - Classification
stat442,Data Visualization
stat443,Forecasting
stat444,Statistical Learning - Advanced Regression
stat446,Mathematical Models in Finance
stat450,Estimation and Hypothesis Testing
stat454,Sampling Theory and Practice
stat464,Topics in Probability Theory
stat466,Topics in Statistics 1
stat467,Topics in Statistics 2
stat468,Readings in Statistics 1
stat469,Readings in Statistics 2
stat631,Introduction to Statistical Methods in Health Informatics
stat690,Literature and Research Studies
stat814,Systematic Review and Meta-Analysis
stat830,Experimental Design
stat831,Generalized Linear Models and Applications
stat833,Stochastic Processes 2
stat835,Statistical Methods for Process Improvement
stat836,Introduction to the Analysis of Spatial Data in Health Research
stat837,Analysis of Longitudinal Data in Health Research
stat840,Computational Inference
stat841,Statistical Learning - Classification
stat842,Data Visualization
stat844,Statistical Learning - Advanced Regression
stat845,Statistical Concepts for Data Science
stat846,Mathematical Models in Finance
stat847,Exploratory Data Analysis
stat850,Estimation and Hypothesis Testing
stat854,Sampling Theory and Practice
stat870,Short Course in Statistics
stat890,Topics in Statistics
stat891,Topics in Probability
stat900,PhD Research Skills
stat901,Theory of Probability 1
stat902,Theory of Probability 2
stat906,Computer Intensive Methods for Stochastic Models in Finance
stat908,Statistical Inference
stat910,Bayesian Statistics
stat923,Multivariate Analysis
stat929,Time Series 1
stat930,Time Series 2
stat931,Causal Inference and Epidemiological Studies
stat932,Classification and Prediction in High Dimensional Analysis in Health Research
stat935,Analysis of Survival Data
stat936,Analysis of Longitudinal Data
stat937,Introduction  to Biostatistics and Epidemiology
stat938,Statistical Consulting
stat940,Deep Learning
stat946,Topics in Probability and Statistics
stat947,Topics in Biostatistics
stat974,Financial Econometrics
stv100,"Society, Technology and Values: Introduction"
stv201,"Society, Technology and Values: Special Topics"
stv202,Design and Society
stv203,Biotechnology and Society
stv205,Cybernetics and Society
stv208,"Artificial Intelligence and Society: Impact, Ethics, and Equity"
stv210,The Computing Society
stv302,Information Technology and Society
stv303,"Cross-Cultural Change, Technology and Society"
stv304,Technology in Canadian Society
stv305,"Technology, Society and the Modern City"
stv306,Biotechnology and Society
stv400,"Society, Technology and Values: Senior Project"
stv401,"Society, Technology and Values: Advanced Topics"
stv404,Technology in Canadian Society
susm601,Foundations for Sustainability Management
susm602,Theories and Concepts of Sustainability Management
susm603,Research Methods for Sustainable Management
susm605,Thesis Development
susm620,Sustainable Operations
susm630,Marketing for Sustainability
susm640,Strategy for Sustainable Enterprises
susm650,Sustainable Finance
susm660,Public International Law
susm674,Special Topics in Sustainability Management
susm675,Reading Course
susm678,Governing the Commons
susm680,Industrial Ecology: Principles and Approaches
susm701,Theories of Sustainability Management
susm702,Methods of Sustainability Management
susm775,Topics in Sustainability Management
svent225p,Fundamentals of Social Innovation and Social Entrepreneurship
svent325p,Leading a social venture
swk600r,"Health, Equity, and Social Justice"
swk601r,Health Policy
swk602r,Social Work Practice in Health
swk603r,Social Work Leadership in Health Care
swk604r,Evaluation of Health and Human Service Programs
swk605r,Knowledge Mobilization and Evidence-Based Practice
swk606r,Advanced Social Work Research
swk607r,Practicum 2
swk608r,Health Issues and Ethics
swk609r,Clinical Practice in Mental Health and Addictions
swk610r,Interprofessional Approaches to Substance Use and Misuse and Mental Health
swk650r,Interprofessional Psychosocial Oncology: Introduction to Theory and Practice
swk651r,Relational Practice with Families
swk652r,Sexual Health & Counseling in Cancer
swk653r,Grief and Palliative Care in Social Work
swk654r,"Indigenous Wellbeing, Health, and Social Justice"
swk672r,International Experience
swk680r,Critical Topics in Social Work and Health
swk690r,Special Topics in Social Work
swren120r,Introduction to Social Work
swren220r,Social Work with Individuals - Theory and Practice 1
swren221r,Social Work with Groups
swren222r,Community Organization
swren223r,Cross-Cultural Psychology
swren224r,Poverty in Canada and its Social Consequences
swren250a,Social Statistics
swren250b,Social Statistics
swren250r,Social Statistics
swren251r,Social Research
swren300r,Canadian Social Welfare Policy
swren301r,Understanding Diversity in Canada
swren311r,Indigenous Peoples and Canadian Public Policy
swren312r,Homelessness and Public Policy
swren321r,Social Work with Families
swren331r,"Social Inequality, Social Justice, and Social Action"
swren349r,Cross-Cultural Psychology
swren411r,Indigenous Knowledges and Decolonizing Social Work Practice with Indigenous Peoples
swren414r,Interviewing and Assessment in Social Work Practice
swren422r,Macro Practice: Critical Considerations of Community Organization
swren423r,Social Work Knowledge and Skills for Diverse Group Work Practice
swren424r,Social Work and Organizations
swren431r,Practitioner Research in Social Work: Intersectional Considerations
swren434r,Selected Theories for Social Work Practice: Analysis and Application
swren441a,Practicum 1A
swren441b,Practicum 1B
swren441r,Practicum 1
swren442a,Practicum 2A
swren442b,Practicum 2B
swren442r,Practicum 2
swren443a,Practicum 3A
swren443b,Practicum 3B
swren443r,Practicum 3
swren470r,"Mental Health Landscapes, Concepts, and Practice Approaches"
swren471r,Social Work with Older Adults: Critical Issues and Future Trends
swren472r,International Context of Practice: An Experiential Learning Opportunity
swren490r,Special Topics in Social Work
syde101,Communications in Systems Design Engineering-Written and Oral
syde101l,Communications in Systems Design Engineering-Visualization
syde102,Seminar
syde111,Calculus 1
syde112,Calculus 2
syde113,Elementary Engineering Mathematics
syde114,Matrices and Linear Systems
syde121,Digital Computation
syde161,Introduction to Design
syde162,Human Factors in Design
syde181,Physics 1: Statics
syde182,Physics 2: Dynamics
syde192,Digital Systems
syde192l,Digital Systems Laboratory
syde201,Seminar
syde202,Seminar
syde211,Calculus 3
syde212,Probability and Statistics
syde213,Probability
syde214,Statistics
syde223,Data Structures and Algorithms
syde252,Linear Systems and Signals
syde261,"Design, Systems, and Society"
syde262,Engineering Economics of Design
syde263,Engineering Prototyping
syde281,Mechanics of Deformable Solids
syde282,Fluid Mechanics
syde283,"Physics 3: Electricity, Magnetism and Optics"
syde284,Materials Chemistry
syde285,Materials Chemistry
syde286,Mechanics of Deformable Solids
syde292,"Circuits, Instrumentation, and Measurements"
syde292l,"Circuits, Instrumentation, and Measurements Laboratory"
syde300,Work-Term Symposium Poster
syde301,Seminar
syde302,Seminar
syde311,Advanced Engineering Math 2
syde312,Applied Linear Algebra
syde322,Software Design
syde332,Introduction to Complex Systems
syde334,Applied Statistics
syde348,User Centred Design Methods
syde351,Systems Models 1
syde352,Introduction to Control Systems
syde352l,Control Systems Laboratory
syde361,Systems Design Methods 1: Needs Analysis and Prototyping
syde362,"Systems Design Methods 2: Testing, Verification, and Validation"
syde372,Introduction to Pattern Recognition
syde381,Thermodynamics
syde382,Modelling and Simulation of Mechanical Systems
syde383,Fluid Mechanics
syde384,Biological and Human Systems
syde401,Seminar
syde402,Seminar
syde411,Optimization and Numerical Methods
syde422,Machine Intelligence
syde423,Computer Algorithm Design and Analysis
syde431,Design Optimization Under Probabilistic Uncertainty
syde433,Conflict Resolution
syde444,Biomedical Measurement and Signal Processing
syde461,Systems Design Capstone Project 1
syde462,Systems Design Capstone Project 2
syde475,Image Processing
syde482,Dynamic Modelling of Biomechanical Systems
syde499,Elective Systems Design Research Project
syde522,Foundations of Artificial Intelligence
syde531,Design Optimization Under Probabilistic Uncertainty
syde532,Introduction to Complex Systems
syde533,Conflict Resolution
syde534,Electric Energy Systems
syde535,Computational Simulations for Societal and Environmental Systems
syde536,Modelling Transportation Systems
syde537,Artificial Life: Biology and Computation
syde542,Interface Design
